"file","layer","candidate","call_site","units","in_bytes","out_bytes","js_ms","js_median_ms","wasm_ms","wasm_median_ms","floor_ms","floor_median_ms","load","marshalled","measured"
"shortreads_300x.bam","@gmod/bam","BAM field decode","jb2 BamAdapter.ts › filterReadFlag(record.flags), record.start",53596,18529139,857536,35.1050030000042,47.6394819999987,NA,NA,8.3311490000051,20.852859000006,33.99609375,19386675,"2026-09-03"
"shortreads_300x.bam","@gmod/bam","BAM CIGAR unpack","jb2 BamAdapter.ts › numericCigarHasSkip(record.NUMERIC_CIGAR)",53596,18529139,233744,36.1322790000122,57.4281150000024,NA,NA,7.45090699999128,19.6349489999993,33.99609375,18762883,"2026-09-03"
"shortreads_300x.bam","@gmod/bam","BAM mismatch walk","jb2 BamSlightlyLazyFeature.ts › forEachMismatch → forEachMismatchNumeric",53596,18529139,566992,176.613528999995,238.545819999999,NA,NA,6.95221499999752,13.303344999993,43.8681640625,19096131,"2026-09-03"
"chr22_nanopore_subset.bam","@gmod/bgzf-filehandle","BGZF inflate","@gmod/bam bamFile.ts › getRecordsForRange → unzipChunkSlice",1,5720,65280,0.924135000008391,1.40375899999344,0.253840999997919,0.329089000006206,0.0287780000071507,0.0585620000056224,43.8681640625,71000,"2026-09-03"
"chr22_nanopore_subset.bam","@gmod/bgzf-filehandle","BGZF block scan","@gmod/bam streamBam.ts › streamBamRecords → scanBgzfBlocks",1,5720,32,0.00223299999197479,0.00317299999005627,NA,NA,0.00208400000701658,0.00265899999067187,43.8681640625,5752,"2026-09-03"
"chr22_nanopore_subset.bam","@gmod/bgzf-filehandle","BGZF inflate","@gmod/bam bamFile.ts › getRecordsForRange → unzipChunkSlice",4,62392,232252,6.60851300001377,12.2952079999959,1.68303000000014,2.84333499999775,0.0873220000066794,0.166228999994928,43.8681640625,294644,"2026-09-03"
"chr22_nanopore_subset.bam","@gmod/bgzf-filehandle","BGZF block scan","@gmod/bam streamBam.ts › streamBamRecords → scanBgzfBlocks",4,62392,128,0.0014660000015283,0.0016709999908926,NA,NA,0.0111640000104671,0.0125909999915166,43.8681640625,62520,"2026-09-03"
"chr22_nanopore_subset.bam","@gmod/bgzf-filehandle","BGZF inflate","@gmod/bam bamFile.ts › getRecordsForRange → unzipChunkSlice",16,600464,973472,59.6324739999982,78.5094749999989,13.550464999993,28.1442450000031,0.487389000001713,0.849016000007396,45.56298828125,1573936,"2026-09-03"
"chr22_nanopore_subset.bam","@gmod/bgzf-filehandle","BGZF block scan","@gmod/bam streamBam.ts › streamBamRecords → scanBgzfBlocks",16,600464,512,0.00687700000707991,0.00792800000635907,NA,NA,0.0972959999926388,0.128850000008242,45.56298828125,600976,"2026-09-03"
"chr22_nanopore_subset.bam","@gmod/bgzf-filehandle","BGZF inflate","@gmod/bam bamFile.ts › getRecordsForRange → unzipChunkSlice",64,2520130,3911878,211.368443999992,299.160556999996,68.0140249999822,80.7076970000053,3.70223300001817,8.02332099998603,44.27490234375,6432008,"2026-09-03"
"chr22_nanopore_subset.bam","@gmod/bgzf-filehandle","BGZF block scan","@gmod/bam streamBam.ts › streamBamRecords → scanBgzfBlocks",64,2520130,2048,0.0262719999882393,0.0287769999995362,NA,NA,0.491632999997819,0.752386999985902,44.27490234375,2522178,"2026-09-03"
"chr22_nanopore_subset.bam","@gmod/bgzf-filehandle","BGZF inflate","@gmod/bam bamFile.ts › getRecordsForRange → unzipChunkSlice",256,8853527,14485841,711.948616999987,916.008773999987,297.319973999984,326.903401999996,11.3980239999946,15.13844900002,39.95458984375,23339368,"2026-09-03"
"chr22_nanopore_subset.bam","@gmod/bgzf-filehandle","BGZF block scan","@gmod/bam streamBam.ts › streamBamRecords → scanBgzfBlocks",256,8853527,8192,0.0680709999869578,0.113224000000628,NA,NA,2.71729200001573,3.54509500000859,39.95458984375,8861719,"2026-09-03"
"chr22_nanopore_subset.bam","@gmod/bgzf-filehandle","BGZF inflate","@gmod/bam bamFile.ts › getRecordsForRange → unzipChunkSlice",447,14140716,24463464,1044.00890100002,1249.44772900001,355.209047000011,407.286832000013,18.9316479999979,23.1669669999974,29.53759765625,38604180,"2026-09-03"
"chr22_nanopore_subset.bam","@gmod/bgzf-filehandle","BGZF block scan","@gmod/bam streamBam.ts › streamBamRecords → scanBgzfBlocks",447,14140716,14304,0.0921490000037011,0.105967000010423,NA,NA,4.33295399998315,4.81296300000395,29.53759765625,14155020,"2026-09-03"
"chr22_nanopore_subset.bam","@gmod/bam","BAM record walk","@gmod/bam bamFile.ts › readBamFeatures",38,8899458,304,0.0100819999934174,0.01103900000453,NA,NA,2.6543300000194,3.37528100001509,32.216796875,8899762,"2026-09-03"
"chr22_nanopore_subset.bam","@gmod/bam","BAM field decode","jb2 BamAdapter.ts › filterReadFlag(record.flags), record.start",38,8899458,608,3.25021899997955,4.35256900000968,NA,NA,2.76094100001501,3.93558299998404,32.216796875,8900066,"2026-09-03"
"chr22_nanopore_subset.bam","@gmod/bam","BAM CIGAR unpack","jb2 BamAdapter.ts › numericCigarHasSkip(record.NUMERIC_CIGAR)",38,8899458,1382960,3.96929700000328,11.8359359999886,NA,NA,3.65667899997788,10.5628760000109,32.216796875,10282418,"2026-09-03"
"chr22_nanopore_subset.bam","@gmod/bam","BAM mismatch walk","jb2 BamSlightlyLazyFeature.ts › forEachMismatch → forEachMismatchNumeric",38,8899458,2766192,28.7693020000006,38.7520009999862,NA,NA,4.49708000000101,7.94665999998688,31.318359375,11665650,"2026-09-03"
"chr22_nanopore_subset.bam","@gmod/bam","BAM record walk","@gmod/bam bamFile.ts › readBamFeatures",151,14967507,1208,0.0226890000049025,0.0401499999861699,NA,NA,4.63953399998718,6.12167399999453,31.318359375,14968715,"2026-09-03"
"chr22_nanopore_subset.bam","@gmod/bam","BAM field decode","jb2 BamAdapter.ts › filterReadFlag(record.flags), record.start",151,14967507,2416,4.83016000001226,7.09775500002434,NA,NA,5.34886399999959,6.46195600001374,31.318359375,14969923,"2026-09-03"
"chr22_nanopore_subset.bam","@gmod/bam","BAM CIGAR unpack","jb2 BamAdapter.ts › numericCigarHasSkip(record.NUMERIC_CIGAR)",151,14967507,3128980,4.65736399998423,8.56682099998579,NA,NA,6.64310599997407,12.9020279999822,31.318359375,18096487,"2026-09-03"
"chr22_nanopore_subset.bam","@gmod/bam","BAM mismatch walk","jb2 BamSlightlyLazyFeature.ts › forEachMismatch → forEachMismatchNumeric",151,14967507,6259024,44.9815689999959,50.958695999987,NA,NA,7.49391700001433,10.6219390000042,29.53076171875,21226531,"2026-09-03"
"chr22_nanopore_subset.bam","@gmod/bam","BAM record walk","@gmod/bam bamFile.ts › readBamFeatures",379,18124428,3032,0.0251449999923352,0.0585870000068098,NA,NA,5.27896500000497,6.02758500000346,29.53076171875,18127460,"2026-09-03"
"chr22_nanopore_subset.bam","@gmod/bam","BAM field decode","jb2 BamAdapter.ts › filterReadFlag(record.flags), record.start",379,18124428,6064,6.81133299999055,12.0682610000076,NA,NA,6.09309399998165,12.3768689999997,29.53076171875,18130492,"2026-09-03"
"chr22_nanopore_subset.bam","@gmod/bam","BAM CIGAR unpack","jb2 BamAdapter.ts › numericCigarHasSkip(record.NUMERIC_CIGAR)",379,18124428,4285228,9.19129800001974,11.8112919999985,NA,NA,9.25991699998849,17.3699480000068,29.53076171875,22409656,"2026-09-03"
"chr22_nanopore_subset.bam","@gmod/bam","BAM mismatch walk","jb2 BamSlightlyLazyFeature.ts › forEachMismatch → forEachMismatchNumeric",379,18124428,8573232,57.9487659999868,61.35777100001,NA,NA,9.4855680000037,12.3039280000085,29.53076171875,26697660,"2026-09-03"
"chr22_nanopore_subset.bam","@gmod/bam","BAM record walk","@gmod/bam bamFile.ts › readBamFeatures",757,24361772,6056,0.0366919999942183,0.1126140000124,NA,NA,7.33466100000078,8.30715199999395,29.53076171875,24367828,"2026-09-03"
"chr22_nanopore_subset.bam","@gmod/bam","BAM field decode","jb2 BamAdapter.ts › filterReadFlag(record.flags), record.start",757,24361772,12112,9.81572299997788,10.3239349999931,NA,NA,6.7961340000038,7.3789580000157,27.80615234375,24373884,"2026-09-03"
"chr22_nanopore_subset.bam","@gmod/bam","BAM CIGAR unpack","jb2 BamAdapter.ts › numericCigarHasSkip(record.NUMERIC_CIGAR)",757,24361772,6575784,9.65171299999929,10.2933119999943,NA,NA,11.0976530000044,11.9486990000005,27.80615234375,30937556,"2026-09-03"
"chr22_nanopore_subset.bam","@gmod/bam","BAM mismatch walk","jb2 BamSlightlyLazyFeature.ts › forEachMismatch → forEachMismatchNumeric",757,24361772,13157072,84.905671000015,88.0217399999965,NA,NA,15.5400410000002,18.6622199999983,27.80615234375,37518844,"2026-09-03"
